bling_id,nome,codigo,tipo_pessoa,documento,inscricao_estadual,situacao,telefone,celular,email,website,endereco,numero,bairro,cep,cidade,uf,observacoes
17605708012,Comercial ipiranga de tintas ltda,26001,J,09440709000182,165368981112,A,(19) 99501-4487,,,,Avenida Nossa Senhora de Fatima,264,Loteamento Israel,13478540,Americana,SP,
17592124030,CRIATIVA EMBALAGENS DE PAPEL INDUSTRIA E COMERCIO LTDA,25931,J,05140910000193,9026809182,A,(41) 99720-8575,,,,R Apucarana,629,Sitio Cercado,81900500,Curitiba,PR,
17573331913,NOVA STYLOS COMERCIO DE ROUPAS EM GERAL,25821,J,36556242000103,136088734113,A,(11) 96827-1642,,,,RUA CONSELHEIRO BELISARIO,60,BRAS,03012000,São Paulo,SP,
17570324566,THE SAILOR LTDA,25792,J,51714504000104,262457458,A,,,,,R LAURO MULLER,170,CENTRO,88301400,Itajaí,SC,
17570321305,ETIQUEJA COMERCIO DE ETIQUETAS LTDA,25791,J,42427315000160,131433080112,A,(11) 99606-4521,,,,Rua Cumanaxos,350,Vila Santana,03613010,São Paulo,SP,
17561800580,FAVARETTO'S INDUSTRIA E COMERCIO DE TECIDOS LTDA,25753,J,56484397000199,165080932112,A,(19) 3468-3546,,,,RUA ANTONIO CIA,242,SANTA CRUZ,13477450,Americana,SP,
17559925755,GRAFICA SCHNEIDER,25744,J,29723835000151,260647128,A,(47) 98410-2220,,,,Rua Deputado Aldo Pereira de Andrade,572,Benedito,89084465,Indaial,SC,
17534901734,Printbag Embalagens Ltda,25567,J,07599090000128,255054513,A,(47) 3241-9000,,,,R. Jose Francisco Bernardes,1751,Areias,88345200,Camboriú,SC,
17534400598,ECOFLEX BRASIL LTDA,25565,J,46323944000109,261903772,A,(47) 9943-9939,,,,DOUTOR FRANCISCO KUEBEL,138,AGUA VERDE,89037232,Blumenau,SC,
17527022142,SULTEX IMPORTACAO E EXPORTACAO LTDA,25526,J,10899939000193,255888791,A,(19) 3471-3862,,,,RODOVIA SC 417,6745,DISTRITO INDUSTRIAL LESTE,89248000,Garuva,SC,
17509994508,BTN EMBALGENS LTDA,25481,J,52608648000149,262594021,A,(47) 3308-7984,,,,Rua Jose Dirschnabel,1037,Centro,88360000,Guabiruba,SC,
17498424670,CLICHE GRAPH Matrizes Flexograficas Ltda,25458,J,41929610000151,261074989,A,,,,,Rua Prof. Jacob Ineichen - Sala 03,1430,Itoupavazinha,89066600,Blumenau,SC,
17498406264,DIKLATEX INDUSTRIAL TEXTIL S/A,25457,J,72020118000192,253848903,A,(47) 3451-9500,,,,R. DOROTHOVIO DO NASCIMENTO,2500,JARDIM SOFIA,89223600,Joinville,SC,
17436814954,GOES & GOES DE FRANCA LTDA,25171,J,00007052000190,310196513110,A,,,,,Avenida Doutor Helio Palermo,5391,Recanto do Itambe,14402020,Franca,SP,
17392047065,EUGENIO RAULINO KOERICH S/A COM. INDUSTRIA,25023,J,86184074008710,255263058,A,(47) 3345-2624,,,,AV NEREU RAMOS,51,CENTRO,88380000,Balneário Piçarras,SC,
17328153551,PLANETA PROPAGANDA LTDA,24807,J,11143924000163,255941471,A,(47) 3522-7026,,,,Adolfo kolping,433,Canta galo,89163216,Rio do Sul,SC,
17223606221,ENGECOM COMERCIO E MANUTENCAO DE COMPRESSORES LTDA,24167,J,03008156000107,253861683,A,(47) 3348-6258,,,,RUA FRANCISCO DE PAULA SEARA,565,SAO JUDAS,88303390,Itajaí,SC,
17223572364,ALLEGORIA COMERCIAL LTDA,24163,J,05703610000256,257459111,A,(31) 2125-2300,,,,BECO MEDEIROS,664,SAO PEDRO,88351560,Brusque,SC,
17221898134,TEPACK EMBALAGENS LTDA - EPP,24139,J,08149587000107,255219423,A,(48) 3265-0789,,,,RUA NEREU RAMOS,84,CENTRO,88240000,São João Batista,SC,
17221895893,OTTI Import e Export Ltda,24138,J,48833011000340,263086771,A,(47) 3308-7364,,,,R. Carlos Zen,40,BATEAS URBANO,88355573,Brusque,SC,
17165366245,Grafica e Editora 3 de Maio Ltda.,23656,J,76817808000128,250980266,A,(47) 3328-3333,,,,Rua Bahia,8945,Passo Manso,89032525,Blumenau,SC,
17147521614,FS CENTRAL LASER LTDA,23639,J,54784801000114,0910414548,A,(54) 99148-7605,,,,Rua Gfeneral Canabarro,779,Centro,99010190,Passo Fundo,RS,
17111823699,JSE INDUSTRIA E COMERCIO DE CINTOS LTDA.,23555,J,50269009000170,262250020,A,(48) 9822-0878,,,,OTHILIA PISTUM CUQUE,35,JARDIM SAO PAULO,88240000,São João Batista,SC,
17111822941,METAIS VIVER LTDA,23554,J,57823525000144,263229718,A,(48) 8826-1081,,,,R ERICO MARCHI,SN,CENTRO,88270000,Nova Trento,SC,
17090973310,ARCHNEER IMPRESSAO 3D EIRELI,23433,J,27276050000152,258270209,A,(47) 3170-0975,,,,Rua Adao Duque,37,Centro,88380000,Balneário Piçarras,SC,
17090972296,"ROYAL BLUE COMERCIO, IMPORTACAO E EXPORTACAO LTDA",23432,J,14014761000298,256514127,A,(47) 3319-1127,,,,Rua: Prefeito Manoel Evaldo Muller,3366,Volta Grande,88371680,Navegantes,SC,
17058741533,HIPER DIFERENTE ATACADO DE VARIEDADES LTDA,23332,J,08698239000270,262867990,A,,,,,R VEREADOR ABRAHAO JOAO FRANCISCO,4263 -,CARVALHO,88307302,Itajaí,SC,
17018721265,EXCIM Importacao e Exportacao Ltda.,23174,J,02384871000858,083125183,A,(27) 3064-5900,,,,Rua Santa Sarmenghi Devens,190,Segato,29192115,Aracruz,ES,
16990533186,Ativa Trading Ltda,23058,J,26766610000275,258962712,A,(11) 3308-7364,,,,R. Carlos Zen,40,Bateas,88355573,Brusque,SC,
16930988432,GALERIA DAS MALHAS E TECIDOS LTDA,22792,J,11015569000147,9053609225,A,(41) 3287-5848,,,,R DOUTOR BLEY ZORNIG,1138,BOQUEIRAO,81730350,Curitiba,PR,
16930905062,100 LIMITES EQUIPAMENTOS CONTRA INCENDIO LTDA,22789,J,33517888000193,260096202,A,(47) 99139-6697,,,,R RUBENS NICOLUZZI,47,NOSSA SENHORA DE FATIMA,88385000,Penha,SC,
16906145958,DLIMPO LTDA,22613,J,20434687000180,257382240,A,(47) 3248-0393,,,,Rua Paulo Fuck,87,Nova Brasilia,88305420,Itajaí,SC,
16877156633,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL,22199,J,16701716003686,053213106,A,(08) 13616-4025,,,,Rod. BR101 - Norte,S/N,Nova Goiana,55900000,Goiana,PE,
16877154903,BRASFAMA DECORACOES LTDA.,22198,J,00457146000160,114218263110,A,(11) 3227-1375,,,,RUA 25 DE MARCO,477,SE,01021100,São Paulo,SP,
16877154620,AUTOBARIGUI COMERCIO DE VEICULOS LTDA,22197,J,31264770000760,262653869,A,(45) 3512-6356,,,,RUA QUINZE DE NOVEMBRO,4262,GLORIA,89216201,Joinville,SC,
16877153322,CARPLAC INDUSTRIA E COMERCIO DE PLACAS VEICULARES LTDA,22196,J,25332620000159,258257580,A,(47) 3435-3500,,,,Rua Almirante Barroso,855,America,89204200,Joinville,SC,
16854471792,LITORAL COMERCIO EXTERIOR LTDA,22067,J,05231614000602,261330721,A,(02) 73320-8777,,,,RODOVIA ROD BR 280,7199,GUAMIRANGA,89270000,Guaramirim,SC,
16826903193,MAPFRE SEGUROS GERAIS S.A.,21934,J,61074175000138,108244683111,A,,,,,Avenida das Nações Unidas,14261,,04794000,São Paulo,SP,
16796057431,OI S/A.,21608,J,76535764032185,9020613634,A,,,,,Trav Teixeira de Freitas,75,Merces,80410040,Curitiba,PR,
16766954722,KPERCON SISTEMAS DE PONTO E CONTROLE DE ACESSO LTDA,21491,J,39874252000185,9092144329,A,(41) 99122-8787,,,,R REINALDO JOSE MIRANDA,94,ALTO TARUMA,83325625,Pinhais,PR,
16733566213,KI DELICATESSE LTDA,21281,J,08217188000136,255233396,A,(47) 3393-6088,,,,R 1061,432,CENTRO,88330771,Balneário Camboriú,SC,
16727584745,TINTAX COMERCIO DE TINTAS LTDA,21256,J,45077176000180,261519530,A,(47) 3368-9991,,,,"RUA 2700, 1121",1121,CENTRO,88330378,Balneário Camboriú,SC,
16716555796,CASA DO MDF E FERRAGENS COMERCIAL LTDA,21220,J,48000159000728,262192365,A,(xx) 3344-3509,,,,RUA SANTA CECILIA,085,VARZEA DO RANCHINHO,88349153,Camboriú,SC,
16716554334,EUGENIO RAULINO KOERICH S/A COM. INDUSTRIA,21219,J,86184074014109,258293306,A,,,,,R PAULO ZIMMERMANN,455,BOM VIVER,88160580,Biguaçu,SC,
16701129161,PJPB ELASTICOS LTDA,21058,J,53578458000199,262723522,A,(47) 99240-2481,,,,RUA VEREADOR INACIO VICENTE COTA,90,SAO CRISTOVAO,88385000,Penha,SC,
16692864204,AN COMUNICACAO VISUAL E ESTRUTURAS METALICAS LTDA,21015,J,14765219000196,256599190,A,(47) 3375-0060,,,,RUA JOAO TOZINI,97,JOAO TOZINI,89278000,Corupá,SC,
16685220947,DISTRIBUIDORA LIMPO LTDA,20940,J,20446817000103,257383298,A,(47) 3248-0393,,,,RUA PAULO FUCK,87,BARRA DO RIO,88305420,Itajaí,SC,
16659198354,2ELETRO COMERCIO E DISTRIBUICAO DE PRODUTOS DE INFORMATICA L,20785,J,34036601000508,0034783330395,A,(03) 13010-4500,,,,Rua Domingos de Souza,98,Caicaras,31230040,Belo Horizonte,MG,
16659135954,CICAMPO MAQUINAS E FERRAMENTAS LTDA ME,20784,J,80479231000169,251595757,A,(47) 3382-0931,,,,"RUA JAPAO, 330",0,NACOES,89120000,Timbó,SC,
16649046826,TERABYTE ATACADO E VAREJO DE PRODUTOS DE INFORMATICA LTDA,20727,J,07993973000460,083978232,A,(41) 3086-2957,,,,Avenida Civit I,1795,Barro Branco,29170740,Serra,ES,
16633016922,EBAZAR.COM.BR. LTDA,20615,J,03007331001032,0038450760305,A,,,,,Avenida Joaquim Lourenco de Lima,450,Nao informado,37640000,Extrema,MG,
16572956743,Sandra Regista da Costa Silva,19757,F,07415418824,,A,(12) 98227-7616,(12) 98227-7616,sandra.costa010@hotmail.com,,Armando de Oliveira Cobra,0,Parque Residencial Aquarius,12246002,São José dos Campos,SP,
16547258914,GRAMPACK SOLUCOES EM EMBALAGENS LTDA,19088,J,37241434000193,260516520,A,(47) 99190-4499,,,,RUA INDUSTRIAL LEOPOLDO SCHMALZ,361,SETE DE SETEMBRO,89114742,Gaspar,SC,
16525212342,ITA METAIS COMERCIO DE MATERIAIS ESPORTIVOS LTDA,18975,J,95773925000181,252572386,A,(47) 3348-2849,,,,Rua Uruguai,880,Centro,88302202,Itajaí,SC,
16523086451,Não definido,18968,F,,,A,,,,,,,,,, ,
16504111265,MERCADOMOVEIS LTDA,18922,J,77500049020163,257142410,A,(47) 3345-4374,,,,AVENIDA NEREU RAMOS,92,CENTRO,88380000,Balneário Piçarras,SC,
16490200769,CLARO S.A,18889,J,40432544107022,261081896,A,,,,,RUA DO COMERCIO,155,PACHECOS,88134852,Palhoça,SC,
16457019192,SOUL INDUSTRIA DE TECIDOS LTDA,18790,J,35588873000222,260520489,A,(47) 3304-0066,,,,Avenida Frei Godofredo,2550,Santa Terezinha,89114440,Gaspar,SC,
16454730518,VMF Malharia LTDA,18773,J,74447996000114,115599270111,A,(11) 2064-9662,,,,Avenida Henry Ford,354,Parque da Mooca,03109000,São Paulo,SP,
16454730153,CREATIVE COPIAS LTDA - FILIAL ES,18772,J,03769753000316,083641998,A,,,,,ROD. GOVERNADOR MARIO COVAS,S/N,TERMINAL INTERMODAL DA SERRA,29161382,Serra,ES,
16442082211,DISTRIBUIDORA DE ALIMENTOS DEQUECH LTDA.,18678,J,79941894000174,251489299,A,(47) 3373-7700,,,,"BR 280, KM 53",8555,ESCOLINHA,89270000,Guaramirim,SC,
16435765478,ESPACO DO OLEO ITAJAI LTDA,18650,J,24551529000161,257929665,A,(47) 3045-7565,,,,RUA HEITOR LIBERATO,2367,SAO JUDAS,88303101,Itajaí,SC,
16399017388,CASA DA VASSOURA DESCARTAVEIS E ARMARINHOS EIRELI,18483,J,31417915000120,119928375117,A,(11) 4175-1994,,,,Avenida Morvan Dias de Figueiredo,5241,Vila Maria,02170000,São Paulo,SP,
16301849595,IBIRAPUERA TEXTIL LTDA,17700,J,60837713000136,165099155113,A,(19) 3465-8787,,,,RUA JOAO TRUZZY,485,JARDIM PROGRESSO,13477220,Americana,SP,
16301821963,RP TRIAL ESQUADRIAS DE PVC E VIDROS LTDA,17698,J,10830670000199,255862865,A,(48) 3632-4038,,,,Rua Vereador Manoel Brigido Costa,500,Humaita,88704320,Tubarão,SC,
16256613794,IMPRA INDUSTRIA GRAFICA LTDA,17104,J,28045354000503,9085239896,A,(41) 3180-0930,,,,AVENIDA FRANCISCO FERREIRA DA CRUZ,6030,EUCALIPTOS,83820293,Fazenda Rio Grande,PR,
16256501020,VW COMERCIO DE HIDRAULICA E PLASTICOS INDUSTRIAIS EIRELI - E,17099,J,19218815000170,142990542115,A,(11) 2609-3222,,,,RUA BOM PASTOR,1309,IPIRANGA,04203051,São Paulo,SP,
16232441043,TERABYTE ATACADO E VAREJO DE PRODUTOS DE INFORMATICA LTDA,16952,J,07993973000380,257944265,A,(41) 3086-2957,,,,Rua Ottokar Doerffel,1112,Atiradores,89203212,Joinville,SC,
16231076949,RAFTHEL INDUSTRIA E COMERCIO LTDA.,16939,J,85371243000199,253997348,A,(47) 3037-3500,,,,RUA MARTHA JANSEN,66,SALTO WEISSBACH,89032249,Blumenau,SC,
16128209503,FRONZA ARAMADOS LTDA,15989,J,23726324000107,257822330,A,(47) 3363-1409,,,,BR 101 KM 126 S/NR,0,ESTADOS,88339515,Balneário Camboriú,SC,
16119281581,SULNOVE INDUSTRIA DE EMBALAGENS LTDA,15918,J,06889781000101,254811620,A,(47) 3373-3300,,,,R EMILIO MANKE JUNIOR,75,BEIRA RIO,89270000,Guaramirim,SC,
16083274753,PARIS MANEQUINS EIRELI ME,15481,J,73870073000108,252782941,A,(47) 3350-3030,,,,Rodovia ANTONIO HEIL,2188,NOVA BRASILIA,88352501,Brusque,SC,
16073456485,ANJO DA MODA ACESSORIOS TEXTE,15358,J,06211484000102,254756301,A,(47) 3037-2525,,,,RUA GENERAL ARTHUR KOEHLER,N.197,VILA NOVA,89035212,Blumenau,SC,
16025751902,LEPOK COMERCIO ELETRONICO EIRELI,13375,J,14252353000193,146468673112,A,(11) 2672-7400,,,,"AVENIDA RIO DAS PEDRAS, 548",548,JARDIM ARICANDUVA,03452000,São Paulo,SP,
16025726699,ACOFORTECHAPAS COMERCIO DE ACO LTDA,13374,J,11788324000152,256085897,A,(47) 3366-4334,,,,RUA FRANCISCO REIS,655,CORDEIROS,88311710,Itajaí,SC,
16025598172,Americanas S.A,13372,J,00776574001390,79538914,A,,,,,Est de Miguel Pereira,125,São Miguel,23893890,Seropédica,RJ,
16011334575,Tudo da 25,13244,J,17908108000180,142277321114,A,(11) 95628-5116,,,,Rua da Gloria,918,Liberdade,01510000,São Paulo,SP,
15986128794,RILTEX INDUSTRIA E COMERCIO DE TECIDOS LTDA,13099,J,11779689000110,256069468,A,,,,,RUA: ALBERTO MULLER,2711,LIMEIRA BAIXA,88356001,Brusque,SC,
15947022996,LARANJA COMERCIO DE PRODUTOS DE LIMPEZA LTDA,12933,J,43469083000175,261295250,A,,,,,R DA PAZ,19,ITACOLOMI,88380000,Balneário Piçarras,SC,
15923588953,Press Comunicacao Visual,12793,J,07549068000173,255540680,A,4733610199,,,,Rua 2000,1585,Centro,88330468,Balneário Camboriú,SC,
15921396123,DROGARIA ARAUJO S.A. FILIAL 0700 E-COMMERCE BRASIL,12771,J,17256512000892,0620098980784,A,(30) 0313-1010,,,,AVENIDA OLEGARIO MACIEL,158,CENTRO,30180110,Belo Horizonte,MG,
15916480752,L E L CORREA CONFECCOES LTDA,12732,J,86889615000136,9045305225,A,4132445485,,,,R AUGUSTO DIAS PAREDES,161,BOQUEIRAO,81730100,Curitiba,PR,
15914363974,Stela (Costureira),12704,J,,ISENTO,A,,,,,,,,,,,
15909667390,LD COMERCIO VAREJISTA DE AVIAMENTOS LTDA,12655,J,45330062000108,261553860,A,(47) 3351-3557,,,,AV. DOM JOAQUIM,n.470,JARDIM MALUCHE,88354025,Brusque,SC,
15906891414,Espaço do Oleo,12635,J,,,A,,,,,,,,,,,
15904538471,Motoboy,12622,J,,,A,,,,,,,,,,,
15891939002,TRANSBEN TRANSPORTES LTDA 1212 TRES,12530,J,03523549000310,283933372,A,4733500937,,,,RUA LINHA VARGINHA,7000,JARDIM DAS PAINEIRAS,79601970,Três Lagoas,MS,
15884079292,Adilson de Aguiar ME,12452,J,08253980000146,255250436,A,47997825914,,,,Rua Carlos Maia,443,Centro,88390000,Barra Velha,SC,
15879746741,PLASPEN EMBALAGENS E LIMPEZA LTDA,12423,J,42133229000144,261104900,A,(47) 3398-0658,,,,AV EUGENIO KRAUSE,535,CENTRO,88385000,Penha,SC,
15879664133,BORDADOS IMPERATRIZ LTDA,12421,J,08593216000110,255322801,A,(47) 9186-9584,,,,RUA: LONTRAS,118,RIO MORTO,89082378,Indaial,SC,
15879648221,Americanas S.A,12420,J,00776574002442,0570348790,A,,,,,Rod RS-118,9475,Neopolis,94100420,Gravataí,RS,
15873739932,LH REFRIGERAÇÃO E CLIMATIZAÇÃO,12369,J,,,A,,,,,,,,,,,
15871376379,FENAC S.A. FEIRAS E EMPREENDIMENTOS TURISTICOS,12321,J,87189106000163,,A,,,,,,,,,,,
