id,nome,codigo,preco,preco_custo,estoque_virtual,tipo,situacao,formato,imagem_url,created_at,empresa
16120056247,Gorro Unissex D. Lurex Azul Bebe,002-DD-017-017-F,70,9.79,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/bf1276641b35b07cf5598ab531f350ea?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042212&Signature=sVdw9SDmJqrTpTA9H04whzPUKCE%3D,2026-04-13 20:45:40.583611+00,matriz
16120064272,Gorro Unissex D. Lurex Branco,002-DD-020-020-F,70,9.79,9,P,A,S,,2026-04-13 20:45:40.583611+00,matriz
16329441304,Gorro Unissex D. Lurex Prata,002-DD-026-026-F,70,9.79,-1,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16120068971,Gorro Unissex D. Lurex Camel,002-DD-109-109-F,70,9.79,10,P,A,S,,2026-04-13 20:45:40.583611+00,matriz
16270580806,Gorro Shine Branco Cristal,002-DG-008-000-F,80,14.1,18,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16270583665,Gorro Shine Branco Furta-cor,002-DG-008-008-F,80,16.08,8,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16270581933,Gorro Shine Preto Cristal,002-DG-012-000-F,80,14.1,0,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16270584491,Gorro Shine Preto Furta-cor,002-DG-012-012-F,80,16.08,-14,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
8331491552,Gorro  Unissex D. Branco Renda,002-RR-008-390-F,50,9.79,10,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
15819275465,Gorro 2ª Linha Promoção/promocional,002-SD-000,10,20,0,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
3426558238,Gorro Unissex D. Bordô,002-SD-002-000-F,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/98872c3566f7cce9d3766b1eeacfb46e?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042244&Signature=JBowYLkn%2FtkrMo2BDSf2UpD%2Ba84%3D,2026-04-13 20:46:13.020769+00,matriz
3426544891,Gorro Unissex A. Bordô,002-SD-002-000-M,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/44b9d72614cf33a5dd96bb664f11fcd9?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042239&Signature=mafSIDboROYCeSt5pIFpvQEwF2o%3D,2026-04-13 20:46:14.55676+00,matriz
7031063475,Gorro Unissex D. Lilás,002-SD-003-000-F,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/3b367a0e1ca20583165f0fdfd2dabc4e?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042239&Signature=eUaskOINdvzSacJEiZgyqXGTfuE%3D,2026-04-13 20:46:10.902572+00,matriz
15811952304,Gorro Unissex A. Lilas,002-SD-003-000-M,45,8.32,3,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
3426557767,Gorro Unissex D.  Rosa Pink,002-SD-004-000-F,45,8.32,9,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
6771564872,Gorro Unissex D. Rosa Bebê,002-SD-005-000-F,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/4264c0f64d0fced39ed156412e8f42d5?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042239&Signature=NuOsXZh5Pz12pydKAuJ1ZlhfDWc%3D,2026-04-13 20:46:10.902572+00,matriz
7934800519,Gorro  Unissex D.  Bege,002-SD-006-000-F,45,8.32,11,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
3426544423,Gorro  Unissex A.  Bege,002-SD-006-000-M,45,8.32,18,P,A,S,,2026-04-13 20:46:14.55676+00,matriz
3426556138,Gorro Unissex D. Rosa Nude,002-SD-007-000-F,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/dce623e52e84cc14a75ce464a4bf8e96?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042244&Signature=bQPG9JtfsUAgq0PDD61zcW%2Bu7aU%3D,2026-04-13 20:46:13.020769+00,matriz
3426555709,Gorro Unissex D. Branco,002-SD-008-000-F,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/5eded1d6e84e8cd5ea5e8a8fe176dff1?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042244&Signature=l6xnvbhr5jbEptIhVOufjQ%2F%2FG8A%3D,2026-04-13 20:46:13.020769+00,matriz
3426546322,Gorro Unissex A. Branco,002-SD-008-000-M,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/50d126714622970d601c9754d49cf904?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042244&Signature=Xura%2F6ajHubQUmf4es5fvK5Qp5U%3D,2026-04-13 20:46:13.020769+00,matriz
3426553693,Gorro Unissex D. Verde Claro,002-SD-009-000-F,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/b54fa5b08c5e3be391ecf3b964bc6f1b?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042244&Signature=JHRMK6KsNs2Xe1vf44JN1p1HJg8%3D,2026-04-13 20:46:13.020769+00,matriz
8272026719,Gorro Unissex A. Verde Claro,002-SD-009-000-M,45,8.32,86,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
7936487167,Gorro  Unissex D.  Verde Escuro,002-SD-010-000-F,45,8.32,23,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
7936488457,Gorro Unissex A. Verde Escuro,002-SD-010-000-M,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/d1c89a96aea003212dc27068aefabd13?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042239&Signature=TNXnXotceksmZZeCvMiHNBBMhk8%3D,2026-04-13 20:46:10.902572+00,matriz
3426557428,Gorro Unissex D. Preto,002-SD-012-000-F,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/8b0a279470da0ff9198076a8a679a5e1?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042244&Signature=eLxkxQT%2BKv884C5JNfU9J5dnQTI%3D,2026-04-13 20:46:13.020769+00,matriz
3426545593,Gorro Unissex A. Preto,002-SD-012-000-M,45,8.32,19,P,A,S,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/685c8320d6cdf8b48da0d669aa05eda8?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042239&Signature=kr33LJVJh8qQv7%2B%2FA%2FSisRlAfAc%3D,2026-04-13 20:46:13.020769+00,matriz
3426556963,Gorro Unissex D.  Cinza,002-SD-013-000-F,45,8.32,21,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
8272072503,Gorro Unissex A. Cinza,002-SD-013-000-M,45,8.32,55,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
7802001581,Gorro Unissex D. Chumbo,002-SD-014-000-F,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/18ccb14eb04c2160c4dd89ce56ce11a5?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042239&Signature=68Ki6TX0hsyqgTZqKQ03FBpGtr0%3D,2026-04-13 20:46:10.902572+00,matriz
7946089033,Gorro Unissex A.  Chumbo,002-SD-014-000-M,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/436a7578f33684767b2fa728ee5a3337?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042239&Signature=6UCYexpZjpH5ZHdUfPm5hnVHgz8%3D,2026-04-13 20:46:10.902572+00,matriz
3426556477,Gorro Unissex D.  Azul Marinho,002-SD-015-000-F,45,8.32,31,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
7962250132,Gorro  Unissex A. Azul Marinho,002-SD-015-000-M,45,8.32,37,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
7962203502,Gorro Unissex D.  Azul Medio,002-SD-016-000-F,45,8.32,51,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
7962209839,Gorro Unissex A. Azul Medio,002-SD-016-000-M,45,8.32,39,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
7934761712,Gorro  Unissex D. Azul Bebe,002-SD-017-000-F,45,8.32,124,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
3426545911,Gorro  Unissex A.  Azul Bebê,002-SD-017-000-M,45,8.32,2,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
14669631788,Gorro  Unissex D. Roxo,002-SD-024-000-F,45,8.32,9,P,A,S,,2026-04-13 20:45:48.175102+00,matriz
14669643009,Gorro Unissex A. Roxo,002-SD-024-000-M,45,8.32,14,P,A,S,,2026-04-13 20:45:48.175102+00,matriz
15061448333,Gorro  Unissex D.  Caramelo Elastano,002-SD-030-F,50,9.79,3,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15061543123,Gorro Unissex A. Caramelo Elastano,002-SD-030-M,50,8.32,0,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15061437095,Gorro  Unissex D. Coral Olaria Elastano,002-SD-031-F,50,8.32,13,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15061558495,Gorro Unissex A. Coral Olaria Elastano,002-SD-031-M,50,8.32,4,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15061425302,Gorro Unissex D. Violeta Elastano,002-SD-032-000-F,50,8.32,5,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15061565361,Gorro Unissex A. Violeta Elastano,002-SD-032-000-M,50,8.32,0,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15786073108,Gorro Unissex D. Tangerina,002-SD-035-000-F,45,8.32,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/a3510f6940fc0516f2ec7db277d0d0ec?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042217&Signature=IDsBjYr4inyisy0zkrS3a4LGLsE%3D,2026-04-13 20:45:44.405915+00,matriz
15788087651,Gorro Unissex A. Tangerina,002-SD-035-000-M,45,8.32,0,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
8272047646,Gorro  Unissex D.  Chumbo Elastano,002-SD-050-000-F,50,9.79,26,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
8272056834,Gorro Unissex A. Chumbo Elastano,002-SD-050-000-M,50,9.79,32,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
6342041530,Gorro  Unissex D.  Preto Elastano,002-SD-051-000-F,50,9.79,-4,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
6334348789,Gorro Unissex A. Preto Elastano,002-SD-051-000-M,50,9.79,4,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
6625805423,Gorro Unissex D.  Branco Elastano,002-SD-052-000-F,50,9.79,28,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
6308601774,Gorro Unissex A. Branco Elastano,002-SD-052-000-M,50,9.79,8,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
8272094278,Gorro Unissex D.  Azul Marinho Elastano,002-SD-053-000-F,50,9.79,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8272104673,Gorro Unissex A. Azul Marinho Elastano,002-SD-053-000-M,50,9.79,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/eee832e51ef79a6b5d93d6aaf421575a?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042233&Signature=PHIUHAWKO1P1uIEHD1FwCeEhmdg%3D,2026-04-13 20:46:07.697935+00,matriz
16271482803,Gorro Unissex D. Crepe Azul Marinho,002-SD-053-053-F,50,9.79,50,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
8331511622,Gorro  Unissex D. Bege Elastano,002-SD-054-000-F,50,9.79,4,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8272009146,Gorro Unissex A. Bege Elastano,002-SD-054-000-M,50,9.79,5,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
13719499570,Gorro Unissex D. Rosa Nude Elastano,002-SD-055-000-F,50,9.79,37,P,A,S,,2026-04-13 20:45:48.175102+00,matriz
14812981174,Gorro  Unissex D. Azul Bebe Elastano,002-SD-056-000-F,50,9.79,0,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
14813034887,Gorro Unissex A. Azul Bebe Elastano,002-SD-056-000-M,50,9.79,0,P,A,V,https://orgbling.s3.amazonaws.com/0faa71155c854bcfc21147ea31c04a05/t/c3fcba7ebe44564063a0e56ec1201f4f?AWSAccessKeyId=AKIATCLMSGFXTAGX6WUM&Expires=1777042217&Signature=wTuf6fHJmc9IaxqFbkPKjL9%2Fz50%3D,2026-04-13 20:45:46.331182+00,matriz
16106476405,Gorro Unissex D. Crepe Azul Bebe,002-SD-056-056-F,50,9.79,12,P,A,S,,2026-04-13 20:45:40.583611+00,matriz
15120509091,Gorro  Unissex D.  Coral Elastano,002-SD-057-F,50,9.79,49,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
11187747235,Gorro Unissex D. Verde Claro Elastano,002-SD-058-000-F,50,9.79,95,P,A,S,,2026-04-13 20:45:49.822498+00,matriz
15815001063,Gorro Unissex A. Verde Claro Elastano,002-SD-058-000-M,50,9.79,2,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
11187769635,Gorro Unissex D. Amarelo Elastano,002-SD-059-000-F,50,9.79,45,P,A,S,,2026-04-13 20:45:49.822498+00,matriz
14812094981,Gorro Unissex A. Amarelo Elastano,002-SD-059-000-M,50,9.79,39,P,A,S,,2026-04-13 20:45:48.175102+00,matriz
11187786366,Gorro Unissex D. Bordo Elastano,002-SD-060-000-F,50,9.79,29,P,A,S,,2026-04-13 20:45:49.822498+00,matriz
13420151127,Gorro Unissex A. Bordo Elastano,002-SD-060-000-M,50,9.79,11,P,A,S,,2026-04-13 20:45:48.175102+00,matriz
15120513032,Gorro  Unissex D.  Rosa Pink Elastano,002-SD-061-000-F,50,9.79,6,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15883774461,Gorro  Unissex D.  Verde Escuro Elastano,002-SD-062-F,50,9.79,11,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
15883774245,Gorro Unissex A. Verde Escuro Elastano,002-SD-062-M,50,9.79,19,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
15061465720,Gorro Unissex D. Verde Eco Exclusivo Elastano,002-SD-064-F,50,9.79,7,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15061577531,Gorro Unissex A. Verde Eco Exclusivo Elastano,002-SD-064-M,50,9.79,2,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15061471824,Gorro Unissex D.  Verde Aloe Exclusivo Elastano,002-SD-065-F,50,9.79,3,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15061537566,Gorro Unissex A. Verde Aloe Exclusivo Elastano,002-SD-065-M,50,9.79,0,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
15891516177,Gorro Unissex D. Lilas Azaleia Elastano,002-SD-066-000-F,50,9.79,2,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
15891516866,Gorro Unissex A. Lilas Azaleia Elastano,002-SD-066-000-M,50,9.79,0,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
16009348683,Gorro Unissex D. Armany Elastano,002-SD-067-000-F,50,9.79,4,P,A,S,,2026-04-13 20:45:40.583611+00,matriz
16009349743,Gorro Unissex A. Armany Elastano,002-SD-067-000-M,50,9.79,17,P,A,S,,2026-04-13 20:45:40.583611+00,matriz
16001476857,Gorro  Unissex D. Verde Militar Elastano,002-SD-068-000-F,50,9.79,7,P,A,S,,2026-04-13 20:45:40.583611+00,matriz
16001473909,Gorro Unissex A.Verde Militar Elastano,002-SD-068-000-M,50,9.79,8,P,A,S,,2026-04-13 20:45:42.589925+00,matriz
16368054391,Gorro Unissex D. Tec Easy Azul Marinho,002-SD-072-000-F,60,9.79,8,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368059151,Gorro Unissex A. Tec Easy Azul Marinho,002-SD-072-000-M,60,9.79,4,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16304749988,Gorro Unissex D. Tec Easy Azul Royal,002-SD-073-000-F,60,9.79,10,P,A,S,,2026-04-13 20:45:37.090921+00,matriz
16369329411,Gorro Unissex A. Tec Easy Azul Royal,002-SD-073-000-M,60,9.79,11,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16379612763,Gorro Unissex D. Tec Easy Rosa,002-SD-074-000-F,60,9.79,0,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368055501,Gorro Unissex D. Tec Easy Preto,002-SD-075-000-F,60,9.79,0,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368058091,Gorro Unissex A. Tec Easy Preto,002-SD-075-000-M,60,9.79,0,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16212744659,Gorro Unissex D. Tec Easy Verde Militar,002-SD-076-000-F,60,9.79,6,P,A,S,,2026-04-13 20:45:38.863995+00,matriz
16369329143,Gorro Unissex  A. Tec Easy Verde Militar,002-SD-076-000-M,60,9.79,2,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368055175,Gorro Unissex D. Tec Easy Branco,002-SD-077-000-F,60,9.79,-2,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368058509,Gorro Unissex A. Tec Easy Branco,002-SD-077-000-M,60,9.79,0,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368054927,Gorro Unissex D. Tec Easy Rosa Bebê,002-SD-078-000-F,60,9.79,1,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368054657,Gorro Unissex D. Tec Easy Camel,002-SD-079-000-F,60,9.79,8,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368060097,Gorro Unissex A. Tec Easy Camel,002-SD-079-000-M,60,9.79,5,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368054143,Gorro Unissex D. Tec Easy Azul Ciano,002-SD-080-000-F,60,9.79,3,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16380708933,Gorro Unissex A. Tec Easy Azul Ciano,002-SD-080-000-M,60,9.79,2,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368053782,Gorro Unissex D. Tec Easy Aço,002-SD-081-000-F,60,9.79,2,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368059477,Gorro Unissex A. Tec Easy Aço,002-SD-081-000-M,60,9.79,1,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368048366,Gorro Unissex D. Tec Easy Magenta,002-SD-082-000-F,60,9.79,9,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368046435,Gorro Unissex D. Tec Easy Cacau,002-SD-083-000-F,60,9.79,-11,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
16368059780,Gorro Unissex A. Tec Easy Cacau,002-SD-083-000-M,60,9.79,-12,P,A,S,,2026-04-13 20:45:34.619583+00,matriz
7936108285,Gorro  Unissex D.  Dente Chumbo,002-SD-100-000-F,50,9.79,32,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
3426543526,Gorro Unissex A. Dente Chumbo,002-SD-100-000-M,50,9.79,10,P,A,S,,2026-04-13 20:46:14.55676+00,matriz
8272406068,Gorro Unissex D. Dente Azul Marinho,002-SD-101-000-F,50,9.79,10,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
4206953751,Gorro Unissex A. Dente Azul Marinho,002-SD-101-000-M,50,9.79,0,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
8271719755,Gorro Unissex D. Dente Branco,002-SD-102-000-F,50,9.79,103,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
8271709193,Gorro Unissex A. Dente Branco,002-SD-102-000-M,50,9.79,0,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
3426552301,Gorro  Unissex D. Dentinho Rosa,002-SD-103-000-F,50,9.79,23,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
8331540013,Gorro  Unissex D. Dente Verde,002-SD-104-000-F,50,9.79,3,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
8331743887,Gorro Unissex A. Dente Verde,002-SD-104-000-M,50,9.79,-2,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
3426551668,Gorro Unissex D. Dentinho Bolinha,002-SD-105-000-F,50,9.79,26,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
8272272704,Gorro Unissex A. Dentinho Bolinha,002-SD-105-000-M,50,9.79,0,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8271744571,Gorro  Unissex D.  Cereja Verde,002-SD-106-000-M,50,9.79,-3,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
15815580247,Gorro  Unissex D. Cereja Branca,002-SD-107-000-M,50,9.79,0,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
15974147019,Gorro  Unissex D. Crepe Rosa Nude,002-SD-107-107-F,50,9.79,38,P,A,S,,2026-04-13 20:45:42.589925+00,matriz
8271732937,Gorro Unissex D. Cup Cake,002-SD-108-000-F,50,9.79,6,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
15875968896,Gorro  Unissex D. Crepe Off White,002-SD-108-108-F,50,9.79,0,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
15999375732,Gorro  Unissex D. Crepe Camel,002-SD-109-109-F,50,9.79,2,P,A,S,,2026-04-13 20:45:42.589925+00,matriz
10046642780,Gorro Unissex A. Cozinha,002-SD-110-000,50,9.79,0,P,A,S,,2026-04-13 20:45:53.175708+00,matriz
8331935253,Gorro Unissex D. Cozinha,002-SD-110-000-F,50,9.79,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
7853315542,Gorro  Unissex D.  Estrela,002-SD-112-000-F,50,9.79,0,P,A,S,,2026-04-13 20:46:10.902572+00,matriz
15875969648,Gorro  Unissex D. Crepe Preto,002-SD-112-112-F,50,9.79,-9,P,A,S,,2026-04-13 20:45:44.405915+00,matriz
3426549559,Gorro Unissex D. Coraçao,002-SD-113-000-F,50,9.79,0,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
3426553072,Gorro  Unissex D. Alice,002-SD-114-000-F,50,9.79,10,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
8271831054,Gorro Unissex D. Poa Rosa,002-SD-115-000-F,50,9.79,0,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
8271794850,Gorro  Unissex D. Poa Azul,002-SD-116-000-F,50,9.79,0,P,A,S,,2026-04-13 20:46:09.332778+00,matriz
8331875718,Gorro Unissex A. Poa Azul,002-SD-116-000-M,50,9.79,0,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
15785088279,Gorro Unissex D. Poa Dourado,002-SD-117-000-F,50,9.79,6,P,A,S,,2026-04-13 20:45:46.331182+00,matriz
8272200879,Gorro  Unissex D.  Oncinha,002-SD-118-000-F,50,9.79,68,P,A,S,,2026-04-13 20:46:07.697935+00,matriz
8331732314,Gorro Unissex A. Oncinha,002-SD-118-000-M,50,9.79,3,P,A,S,,2026-04-13 20:46:05.501448+00,matriz
3426547600,Gorro Unissex D. Unicórnio Azul,002-SD-119-000-F,50,9.79,4,P,A,S,,2026-04-13 20:46:13.020769+00,matriz
